Year,Month,Day,Night,City,State,Type,NoiseLevel
2011,2,65.0,58.0,Bengaluru,Karnataka,Commercial,Medium
2011,3,65.0,58.0,Bengaluru,Karnataka,Commercial,Medium
2011,4,65.0,58.0,Bengaluru,Karnataka,Commercial,Medium
2011,5,65.0,58.0,Bengaluru,Karnataka,Commercial,Medium
2011,6,68.0,57.0,Bengaluru,Karnataka,Commercial,Medium
2011,7,68.0,57.0,Bengaluru,Karnataka,Commercial,Medium
2011,8,66.0,58.0,Bengaluru,Karnataka,Commercial,Medium
2011,9,66.0,57.0,Bengaluru,Karnataka,Commercial,Medium
2011,10,67.0,59.0,Bengaluru,Karnataka,Commercial,Medium
2011,11,68.0,59.0,Bengaluru,Karnataka,Commercial,Medium
2011,12,67.0,59.0,Bengaluru,Karnataka,Commercial,Medium
2011,2,58.0,59.0,Bengaluru,Karnataka,Industrial,Medium
2011,3,56.0,55.0,Bengaluru,Karnataka,Industrial,Medium
2011,4,54.0,51.0,Bengaluru,Karnataka,Industrial,Low
2011,5,55.0,52.0,Bengaluru,Karnataka,Industrial,Low
2011,6,54.0,51.0,Bengaluru,Karnataka,Industrial,Low
2011,7,57.0,53.0,Bengaluru,Karnataka,Industrial,Medium
2011,8,59.0,55.0,Bengaluru,Karnataka,Industrial,Medium
2011,9,57.0,56.0,Bengaluru,Karnataka,Industrial,Medium
2011,10,56.0,56.0,Bengaluru,Karnataka,Industrial,Medium
2011,11,57.0,76.0,Bengaluru,Karnataka,Industrial,Medium
2011,12,56.0,49.0,Bengaluru,Karnataka,Industrial,Low
2011,2,65.0,50.0,Chennai,Tamil Nadu,Silence,Medium
2011,3,64.0,51.0,Chennai,Tamil Nadu,Silence,Medium
2011,4,65.0,52.0,Chennai,Tamil Nadu,Silence,Medium
2011,5,64.0,53.0,Chennai,Tamil Nadu,Silence,Medium
2011,6,64.0,53.0,Chennai,Tamil Nadu,Silence,Medium
2011,7,64.0,53.0,Chennai,Tamil Nadu,Silence,Medium
2011,8,64.0,53.0,Chennai,Tamil Nadu,Silence,Medium
2011,9,63.0,52.0,Chennai,Tamil Nadu,Silence,Medium
2011,10,64.0,51.0,Chennai,Tamil Nadu,Silence,Medium
2011,11,63.0,50.0,Chennai,Tamil Nadu,Silence,Medium
2011,12,64.0,51.0,Chennai,Tamil Nadu,Silence,Medium
2011,2,77.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,3,77.0,74.0,Chennai,Tamil Nadu,Industrial,High
2011,4,76.0,71.0,Chennai,Tamil Nadu,Industrial,High
2011,5,76.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,6,76.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,7,76.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,8,76.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,9,76.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,10,76.0,72.0,Chennai,Tamil Nadu,Industrial,High
2011,11,75.0,70.0,Chennai,Tamil Nadu,Industrial,High
2011,12,75.0,69.0,Chennai,Tamil Nadu,Industrial,High
2011,2,67.0,58.0,Chennai,Tamil Nadu,Commercial,Medium
2011,3,68.0,57.0,Chennai,Tamil Nadu,Commercial,Medium
2011,4,68.0,58.0,Chennai,Tamil Nadu,Commercial,Medium
2011,5,68.0,60.0,Chennai,Tamil Nadu,Commercial,Medium
2011,6,68.0,59.0,Chennai,Tamil Nadu,Commercial,Medium
2011,7,68.0,60.0,Chennai,Tamil Nadu,Commercial,Medium
2011,8,68.0,60.0,Chennai,Tamil Nadu,Commercial,Medium
2011,9,68.0,59.0,Chennai,Tamil Nadu,Commercial,Medium
2011,10,69.0,58.0,Chennai,Tamil Nadu,Commercial,Medium
2011,11,69.0,60.0,Chennai,Tamil Nadu,Commercial,Medium
2011,12,71.0,59.0,Chennai,Tamil Nadu,Commercial,Medium
2011,2,73.0,61.0,Chennai,Tamil Nadu,Commercial,Medium
2011,3,72.0,61.0,Chennai,Tamil Nadu,Commercial,Medium
2011,4,72.0,61.0,Chennai,Tamil Nadu,Commercial,Medium
2011,5,72.0,63.0,Chennai,Tamil Nadu,Commercial,Medium
2011,6,73.0,64.0,Chennai,Tamil Nadu,Commercial,Medium
2011,7,73.0,62.0,Chennai,Tamil Nadu,Commercial,Medium
2011,8,73.0,63.0,Chennai,Tamil Nadu,Commercial,Medium
2011,9,73.0,62.0,Chennai,Tamil Nadu,Commercial,Medium
2011,10,74.0,62.0,Chennai,Tamil Nadu,Commercial,Medium
2011,11,73.0,61.0,Chennai,Tamil Nadu,Commercial,Medium
2011,12,72.0,60.0,Chennai,Tamil Nadu,Commercial,Medium
2011,2,43.0,46.0,Chennai,Tamil Nadu,Residential,Low
2011,3,43.0,47.0,Chennai,Tamil Nadu,Residential,Low
2011,4,55.0,48.0,Chennai,Tamil Nadu,Residential,Low
2011,5,67.0,56.0,Chennai,Tamil Nadu,Residential,Medium
2011,6,68.0,57.0,Chennai,Tamil Nadu,Residential,Medium
2011,7,67.0,56.0,Chennai,Tamil Nadu,Residential,Medium
2011,8,68.0,57.0,Chennai,Tamil Nadu,Residential,Medium
2011,9,68.0,56.0,Chennai,Tamil Nadu,Residential,Medium
2011,10,68.0,55.0,Chennai,Tamil Nadu,Residential,Medium
2011,11,68.0,55.0,Chennai,Tamil Nadu,Residential,Medium
2011,12,68.0,55.0,Chennai,Tamil Nadu,Residential,Medium
2011,2,53.0,50.0,Delhi,Delhi,Silence,Low
2011,3,53.0,51.0,Delhi,Delhi,Silence,Low
2011,4,51.0,50.0,Delhi,Delhi,Silence,Low
2011,5,51.0,51.0,Delhi,Delhi,Silence,Low
2011,6,52.0,50.0,Delhi,Delhi,Silence,Low
2011,7,53.0,51.0,Delhi,Delhi,Silence,Low
2011,8,54.0,54.0,Delhi,Delhi,Silence,Low
2011,9,52.0,51.0,Delhi,Delhi,Silence,Low
2011,10,52.0,50.0,Delhi,Delhi,Silence,Low
2011,11,52.0,49.0,Delhi,Delhi,Silence,Low
2011,12,52.0,50.0,Delhi,Delhi,Silence,Low
2011,2,66.0,54.0,Delhi,Delhi,Commercial,Medium
2011,3,66.0,54.0,Delhi,Delhi,Commercial,Medium
2011,4,65.0,55.0,Delhi,Delhi,Commercial,Medium
2011,5,65.0,56.0,Delhi,Delhi,Commercial,Medium
2011,6,60.0,53.0,Delhi,Delhi,Commercial,Medium
2011,7,62.0,52.0,Delhi,Delhi,Commercial,Medium
2011,8,63.0,54.0,Delhi,Delhi,Commercial,Medium
2011,9,63.0,52.0,Delhi,Delhi,Commercial,Medium
2011,10,63.0,52.0,Delhi,Delhi,Commercial,Medium
2011,11,62.0,55.0,Delhi,Delhi,Commercial,Medium
2011,12,61.0,54.0,Delhi,Delhi,Commercial,Medium
2011,2,54.0,50.0,Delhi,Delhi,Silence,Low
2011,3,53.0,48.0,Delhi,Delhi,Silence,Low
2011,4,52.0,49.0,Delhi,Delhi,Silence,Low
2011,5,52.0,51.0,Delhi,Delhi,Silence,Low
2011,6,67.0,64.0,Delhi,Delhi,Silence,Medium
2011,7,54.0,50.0,Delhi,Delhi,Silence,Low
2011,8,54.0,50.0,Delhi,Delhi,Silence,Low
2011,9,54.0,54.0,Delhi,Delhi,Silence,Low
2011,10,51.0,49.0,Delhi,Delhi,Silence,Low
2011,11,51.0,47.0,Delhi,Delhi,Silence,Low
2011,12,51.0,46.0,Delhi,Delhi,Silence,Low
2011,2,74.0,73.0,Delhi,Delhi,Commercial,High
2011,3,73.0,72.0,Delhi,Delhi,Commercial,High
2011,4,72.0,70.0,Delhi,Delhi,Commercial,High
2011,5,72.0,70.0,Delhi,Delhi,Commercial,High
2011,6,73.0,71.0,Delhi,Delhi,Commercial,High
2011,7,74.0,71.0,Delhi,Delhi,Commercial,High
2011,8,73.0,70.0,Delhi,Delhi,Commercial,High
2011,9,73.0,70.0,Delhi,Delhi,Commercial,High
2011,10,73.0,71.0,Delhi,Delhi,Commercial,High
2011,11,73.0,71.0,Delhi,Delhi,Commercial,High
2011,12,73.0,69.0,Delhi,Delhi,Commercial,High
2011,2,58.0,54.0,Delhi,Delhi,Silence,Medium
2011,3,57.0,54.0,Delhi,Delhi,Silence,Medium
2011,4,56.0,54.0,Delhi,Delhi,Silence,Medium
2011,5,56.0,54.0,Delhi,Delhi,Silence,Medium
2011,6,55.0,55.0,Delhi,Delhi,Silence,Medium
2011,7,55.0,52.0,Delhi,Delhi,Silence,Low
2011,8,54.0,52.0,Delhi,Delhi,Silence,Low
2011,9,56.0,54.0,Delhi,Delhi,Silence,Medium
2011,10,57.0,54.0,Delhi,Delhi,Silence,Medium
2011,11,57.0,54.0,Delhi,Delhi,Silence,Medium
2011,12,59.0,54.0,Delhi,Delhi,Silence,Medium
2011,2,72.0,63.0,Hyderabad,Telangana,Commercial,Medium
2011,3,72.0,62.0,Hyderabad,Telangana,Commercial,Medium
2011,4,72.0,63.0,Hyderabad,Telangana,Commercial,Medium
2011,5,72.0,64.0,Hyderabad,Telangana,Commercial,Medium
2011,6,83.0,75.0,Hyderabad,Telangana,Commercial,High
2011,7,72.0,63.0,Hyderabad,Telangana,Commercial,Medium
2011,8,73.0,65.0,Hyderabad,Telangana,Commercial,Medium
2011,9,72.0,64.0,Hyderabad,Telangana,Commercial,Medium
2011,10,72.0,63.0,Hyderabad,Telangana,Commercial,Medium
2011,11,73.0,63.0,Hyderabad,Telangana,Commercial,Medium
2011,12,71.0,63.0,Hyderabad,Telangana,Commercial,Medium
2011,2,63.0,57.0,Hyderabad,Telangana,Industrial,Medium
2011,3,62.0,56.0,Hyderabad,Telangana,Industrial,Medium
2011,4,62.0,57.0,Hyderabad,Telangana,Industrial,Medium
2011,5,62.0,56.0,Hyderabad,Telangana,Industrial,Medium
2011,6,62.0,55.0,Hyderabad,Telangana,Industrial,Medium
2011,7,62.0,54.0,Hyderabad,Telangana,Industrial,Medium
2011,8,62.0,54.0,Hyderabad,Telangana,Industrial,Medium
2011,9,63.0,56.0,Hyderabad,Telangana,Industrial,Medium
2011,10,62.0,58.0,Hyderabad,Telangana,Industrial,Medium
2011,11,63.0,58.0,Hyderabad,Telangana,Industrial,Medium
2011,12,61.0,56.0,Hyderabad,Telangana,Industrial,Medium
2011,2,57.0,49.0,Hyderabad,Telangana,Residential,Low
2011,3,58.0,52.0,Hyderabad,Telangana,Residential,Medium
2011,4,58.0,52.0,Hyderabad,Telangana,Residential,Medium
2011,5,56.0,49.0,Hyderabad,Telangana,Residential,Low
2011,6,57.0,50.0,Hyderabad,Telangana,Residential,Low
2011,7,59.0,51.0,Hyderabad,Telangana,Residential,Medium
2011,8,59.0,51.0,Hyderabad,Telangana,Residential,Medium
2011,9,83.0,49.0,Hyderabad,Telangana,Residential,Medium
2011,10,66.0,53.0,Hyderabad,Telangana,Residential,Medium
2011,11,57.0,50.0,Hyderabad,Telangana,Residential,Low
2011,12,56.0,47.0,Hyderabad,Telangana,Residential,Low
2011,2,76.0,71.0,Hyderabad,Telangana,Silence,High
2011,3,76.0,71.0,Hyderabad,Telangana,Silence,High
2011,4,76.0,71.0,Hyderabad,Telangana,Silence,High
2011,5,75.0,71.0,Hyderabad,Telangana,Silence,High
2011,6,77.0,73.0,Hyderabad,Telangana,Silence,High
2011,7,77.0,72.0,Hyderabad,Telangana,Silence,High
2011,8,76.0,71.0,Hyderabad,Telangana,Silence,High
2011,9,76.0,71.0,Hyderabad,Telangana,Silence,High
2011,10,75.0,71.0,Hyderabad,Telangana,Silence,High
2011,11,75.0,71.0,Hyderabad,Telangana,Silence,High
2011,12,76.0,69.0,Hyderabad,Telangana,Silence,High
2011,2,53.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,3,53.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,4,53.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,5,53.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,6,53.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,7,53.0,49.0,Hyderabad,Telangana,Commercial,Low
2011,8,55.0,50.0,Hyderabad,Telangana,Commercial,Low
2011,9,56.0,55.0,Hyderabad,Telangana,Commercial,Medium
2011,10,57.0,55.0,Hyderabad,Telangana,Commercial,Medium
2011,11,52.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,12,52.0,48.0,Hyderabad,Telangana,Commercial,Low
2011,2,62.0,58.0,Kolkata,West Bengal,Industrial,Medium
2011,3,61.0,57.0,Kolkata,West Bengal,Industrial,Medium
2011,4,62.0,58.0,Kolkata,West Bengal,Industrial,Medium
2011,5,64.0,59.0,Kolkata,West Bengal,Industrial,Medium
2011,6,66.0,61.0,Kolkata,West Bengal,Industrial,Medium
2011,7,64.0,60.0,Kolkata,West Bengal,Industrial,Medium
2011,8,64.0,60.0,Kolkata,West Bengal,Industrial,Medium
2011,9,65.0,61.0,Kolkata,West Bengal,Industrial,Medium
2011,10,64.0,61.0,Kolkata,West Bengal,Industrial,Medium
2011,11,64.0,60.0,Kolkata,West Bengal,Industrial,Medium
2011,12,62.0,60.0,Kolkata,West Bengal,Industrial,Medium
2011,2,67.0,58.0,Kolkata,West Bengal,Commercial,Medium
2011,3,67.0,60.0,Kolkata,West Bengal,Commercial,Medium
2011,4,67.0,61.0,Kolkata,West Bengal,Commercial,Medium
2011,5,67.0,61.0,Kolkata,West Bengal,Commercial,Medium
2011,6,67.0,61.0,Kolkata,West Bengal,Commercial,Medium
2011,7,67.0,60.0,Kolkata,West Bengal,Commercial,Medium
2011,8,68.0,61.0,Kolkata,West Bengal,Commercial,Medium
2011,9,68.0,60.0,Kolkata,West Bengal,Commercial,Medium
2011,10,67.0,60.0,Kolkata,West Bengal,Commercial,Medium
2011,11,66.0,58.0,Kolkata,West Bengal,Commercial,Medium
2011,12,67.0,57.0,Kolkata,West Bengal,Commercial,Medium
2011,2,55.0,47.0,Kolkata,West Bengal,Residential,Low
2011,3,55.0,47.0,Kolkata,West Bengal,Residential,Low
2011,4,55.0,50.0,Kolkata,West Bengal,Residential,Low
2011,5,55.0,50.0,Kolkata,West Bengal,Residential,Low
2011,6,56.0,50.0,Kolkata,West Bengal,Residential,Low
2011,7,56.0,52.0,Kolkata,West Bengal,Residential,Low
2011,8,56.0,50.0,Kolkata,West Bengal,Residential,Low
2011,9,55.0,51.0,Kolkata,West Bengal,Residential,Low
2011,10,55.0,51.0,Kolkata,West Bengal,Residential,Low
2011,11,53.0,46.0,Kolkata,West Bengal,Residential,Low
2011,12,53.0,47.0,Kolkata,West Bengal,Residential,Low
2011,2,62.0,55.0,Kolkata,West Bengal,Silence,Medium
2011,3,62.0,55.0,Kolkata,West Bengal,Silence,Medium
2011,4,61.0,55.0,Kolkata,West Bengal,Silence,Medium
2011,5,61.0,55.0,Kolkata,West Bengal,Silence,Medium
2011,6,61.0,54.0,Kolkata,West Bengal,Silence,Medium
2011,7,61.0,54.0,Kolkata,West Bengal,Silence,Medium
2011,8,61.0,54.0,Kolkata,West Bengal,Silence,Medium
2011,9,62.0,54.0,Kolkata,West Bengal,Silence,Medium
2011,10,61.0,54.0,Kolkata,West Bengal,Silence,Medium
2011,11,61.0,53.0,Kolkata,West Bengal,Silence,Medium
2011,12,61.0,52.0,Kolkata,West Bengal,Silence,Medium
2011,2,63.0,58.0,Kolkata,West Bengal,Commercial,Medium
2011,3,62.0,56.0,Kolkata,West Bengal,Commercial,Medium
2011,4,62.0,56.0,Kolkata,West Bengal,Commercial,Medium
2011,5,62.0,56.0,Kolkata,West Bengal,Commercial,Medium
2011,6,62.0,56.0,Kolkata,West Bengal,Commercial,Medium
2011,7,62.0,54.0,Kolkata,West Bengal,Commercial,Medium
2011,8,62.0,55.0,Kolkata,West Bengal,Commercial,Medium
2011,9,62.0,55.0,Kolkata,West Bengal,Commercial,Medium
2011,10,61.0,56.0,Kolkata,West Bengal,Commercial,Medium
2011,11,61.0,55.0,Kolkata,West Bengal,Commercial,Medium
2011,12,62.0,53.0,Kolkata,West Bengal,Commercial,Medium
2011,2,64.0,55.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,3,63.0,55.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,4,62.0,55.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,5,62.0,56.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,6,63.0,56.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,7,73.0,63.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,8,63.0,51.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,9,62.0,55.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,10,61.0,56.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,11,73.0,61.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,12,73.0,61.0,Lucknow,Uttar Pradesh,Industrial,Medium
2011,2,73.0,63.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,3,71.0,61.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,4,72.0,62.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,5,72.0,63.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,6,72.0,63.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,7,61.0,72.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,8,70.0,60.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,9,72.0,62.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,10,72.0,63.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,11,73.0,61.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,12,71.0,61.0,Lucknow,Uttar Pradesh,Commercial,Medium
2011,2,54.0,45.0,Lucknow,Uttar Pradesh,Silence,Low
2011,3,53.0,47.0,Lucknow,Uttar Pradesh,Silence,Low
2011,4,54.0,50.0,Lucknow,Uttar Pradesh,Silence,Low
2011,5,54.0,52.0,Lucknow,Uttar Pradesh,Silence,Low
2011,6,56.0,52.0,Lucknow,Uttar Pradesh,Silence,Low
2011,7,56.0,51.0,Lucknow,Uttar Pradesh,Silence,Low
2011,8,55.0,50.0,Lucknow,Uttar Pradesh,Silence,Low
2011,9,54.0,47.0,Lucknow,Uttar Pradesh,Silence,Low
2011,10,53.0,46.0,Lucknow,Uttar Pradesh,Silence,Low
2011,11,53.0,44.0,Lucknow,Uttar Pradesh,Silence,Low
2011,12,53.0,44.0,Lucknow,Uttar Pradesh,Silence,Low
2011,2,53.0,46.0,Lucknow,Uttar Pradesh,Residential,Low
2011,3,53.0,47.0,Lucknow,Uttar Pradesh,Residential,Low
2011,4,54.0,50.0,Lucknow,Uttar Pradesh,Residential,Low
2011,5,55.0,50.0,Lucknow,Uttar Pradesh,Residential,Low
2011,6,59.0,53.0,Lucknow,Uttar Pradesh,Residential,Medium
2011,7,59.0,53.0,Lucknow,Uttar Pradesh,Residential,Medium
2011,8,53.0,45.0,Lucknow,Uttar Pradesh,Residential,Low
2011,9,52.0,47.0,Lucknow,Uttar Pradesh,Residential,Low
2011,10,53.0,47.0,Lucknow,Uttar Pradesh,Residential,Low
2011,11,53.0,50.0,Lucknow,Uttar Pradesh,Residential,Low
2011,12,57.0,50.0,Lucknow,Uttar Pradesh,Residential,Low
2011,2,65.0,56.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,3,62.0,53.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,4,63.0,54.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,5,63.0,58.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,6,63.0,58.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,7,64.0,57.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,8,63.0,56.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,9,63.0,55.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,10,63.0,55.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,11,63.0,54.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,12,61.0,54.0,Lucknow,Uttar Pradesh,Silence,Medium
2011,2,69.0,57.0,Mumbai,Maharashtra,Silence,Medium
2011,3,68.0,57.0,Mumbai,Maharashtra,Silence,Medium
2011,4,67.0,59.0,Mumbai,Maharashtra,Silence,Medium
2011,5,65.0,59.0,Mumbai,Maharashtra,Silence,Medium
2011,6,66.0,59.0,Mumbai,Maharashtra,Silence,Medium
2011,7,66.0,59.0,Mumbai,Maharashtra,Silence,Medium
2011,8,66.0,60.0,Mumbai,Maharashtra,Silence,Medium
2011,9,66.0,62.0,Mumbai,Maharashtra,Silence,Medium
2011,10,65.0,60.0,Mumbai,Maharashtra,Silence,Medium
2011,11,66.0,62.0,Mumbai,Maharashtra,Silence,Medium
2011,12,66.0,61.0,Mumbai,Maharashtra,Silence,Medium
2011,2,70.0,69.0,Mumbai,Maharashtra,Commercial,Medium
2011,3,70.0,68.0,Mumbai,Maharashtra,Commercial,Medium
2011,4,70.0,68.0,Mumbai,Maharashtra,Commercial,Medium
2011,5,70.0,67.0,Mumbai,Maharashtra,Commercial,Medium
2011,6,70.0,67.0,Mumbai,Maharashtra,Commercial,Medium
2011,7,70.0,66.0,Mumbai,Maharashtra,Commercial,Medium
2011,8,71.0,67.0,Mumbai,Maharashtra,Commercial,Medium
2011,9,69.0,67.0,Mumbai,Maharashtra,Commercial,Medium
2011,10,69.0,67.0,Mumbai,Maharashtra,Commercial,Medium
2011,11,69.0,68.0,Mumbai,Maharashtra,Commercial,Medium
2011,12,70.0,66.0,Mumbai,Maharashtra,Commercial,Medium
2011,2,67.0,64.0,Mumbai,Maharashtra,Commercial,Medium
2011,3,66.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,4,67.0,62.0,Mumbai,Maharashtra,Commercial,Medium
2011,5,67.0,62.0,Mumbai,Maharashtra,Commercial,Medium
2011,6,68.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,7,67.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,8,67.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,9,67.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,10,66.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,11,66.0,63.0,Mumbai,Maharashtra,Commercial,Medium
2011,12,67.0,62.0,Mumbai,Maharashtra,Commercial,Medium
2011,2,61.0,50.0,Mumbai,Maharashtra,Commercial,Medium
2011,3,61.0,51.0,Mumbai,Maharashtra,Commercial,Medium
2011,4,61.0,53.0,Mumbai,Maharashtra,Commercial,Medium
2011,5,63.0,56.0,Mumbai,Maharashtra,Commercial,Medium
2011,6,65.0,58.0,Mumbai,Maharashtra,Commercial,Medium
2011,7,64.0,55.0,Mumbai,Maharashtra,Commercial,Medium
2011,8,64.0,56.0,Mumbai,Maharashtra,Commercial,Medium
2011,9,63.0,56.0,Mumbai,Maharashtra,Commercial,Medium
2011,10,62.0,55.0,Mumbai,Maharashtra,Commercial,Medium
2011,11,61.0,53.0,Mumbai,Maharashtra,Commercial,Medium
2011,12,59.0,54.0,Mumbai,Maharashtra,Commercial,Medium
2011,2,66.0,60.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,3,66.0,61.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,4,67.0,59.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,5,69.0,70.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,6,69.0,58.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,7,70.0,58.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,8,69.0,58.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,9,70.0,58.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,10,69.0,58.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,11,68.0,57.0,Navi Mumbai,Maharashtra,Silence,Medium
2011,12,65.0,56.0,Navi Mumbai,Maharashtra,Silence,Medium
2012,1,66.0,55.0,Bengaluru,Karnataka,Residential,Medium
2012,2,66.0,55.0,Bengaluru,Karnataka,Residential,Medium
2012,3,66.0,57.0,Bengaluru,Karnataka,Residential,Medium
2012,4,65.0,56.0,Bengaluru,Karnataka,Residential,Medium
2012,5,66.0,56.0,Bengaluru,Karnataka,Residential,Medium
2012,6,66.0,56.0,Bengaluru,Karnataka,Residential,Medium
2012,7,67.0,57.0,Bengaluru,Karnataka,Residential,Medium
2012,8,67.0,58.0,Bengaluru,Karnataka,Residential,Medium
2012,9,66.0,56.0,Bengaluru,Karnataka,Residential,Medium
2012,10,66.0,55.0,Bengaluru,Karnataka,Residential,Medium
2012,11,66.0,55.0,Bengaluru,Karnataka,Residential,Medium
2012,12,66.0,55.0,Bengaluru,Karnataka,Residential,Medium
2012,1,54.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,2,55.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,3,54.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,4,54.0,51.0,Bengaluru,Karnataka,Commercial,Low
2012,5,54.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,6,54.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,7,54.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,8,54.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,9,54.0,51.0,Bengaluru,Karnataka,Commercial,Low
2012,10,55.0,51.0,Bengaluru,Karnataka,Commercial,Low
2012,11,55.0,52.0,Bengaluru,Karnataka,Commercial,Low
2012,12,56.0,53.0,Bengaluru,Karnataka,Commercial,Low
